,label,yes_vote,no_vote,columba-1.4-src,jfreechart-1.0.19,jEdit-4.2,apache-ant-1.7.0,sql12,apache-jmeter-2.10,argouml,hibernate-distribution-3.3.2.GA,emf-2.4.1,code_ensemble
1107,no,0,9,no,no,no,no,no,no,no,no,no,no
1108,no,0,9,no,no,no,no,no,no,no,no,no,no
1109,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1110,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1111,no,0,9,no,no,no,no,no,no,no,no,no,no
1112,yes,1,8,no,no,yes,no,no,no,no,no,no,no
1113,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1114,yes,7,2,no,yes,yes,no,yes,yes,yes,yes,yes,yes
1115,no,0,9,no,no,no,no,no,no,no,no,no,no
1116,no,0,9,no,no,no,no,no,no,no,no,no,no
1117,no,0,9,no,no,no,no,no,no,no,no,no,no
1118,no,0,9,no,no,no,no,no,no,no,no,no,no
1119,no,0,9,no,no,no,no,no,no,no,no,no,no
1120,no,0,9,no,no,no,no,no,no,no,no,no,no
1121,no,0,9,no,no,no,no,no,no,no,no,no,no
1122,no,1,8,no,no,yes,no,no,no,no,no,no,no
1123,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1124,no,0,9,no,no,no,no,no,no,no,no,no,no
1125,yes,7,2,yes,yes,yes,yes,no,yes,yes,yes,no,yes
1126,no,0,9,no,no,no,no,no,no,no,no,no,no
1127,no,0,9,no,no,no,no,no,no,no,no,no,no
1128,no,0,9,no,no,no,no,no,no,no,no,no,no
1129,no,0,9,no,no,no,no,no,no,no,no,no,no
1130,no,0,9,no,no,no,no,no,no,no,no,no,no
1131,no,0,9,no,no,no,no,no,no,no,no,no,no
1132,no,0,9,no,no,no,no,no,no,no,no,no,no
1133,no,0,9,no,no,no,no,no,no,no,no,no,no
1134,no,0,9,no,no,no,no,no,no,no,no,no,no
1135,no,0,9,no,no,no,no,no,no,no,no,no,no
1136,no,0,9,no,no,no,no,no,no,no,no,no,no
1137,no,0,9,no,no,no,no,no,no,no,no,no,no
1138,no,2,7,no,no,yes,no,no,no,no,yes,no,no
1139,no,0,9,no,no,no,no,no,no,no,no,no,no
1140,no,0,9,no,no,no,no,no,no,no,no,no,no
1141,no,0,9,no,no,no,no,no,no,no,no,no,no
1142,no,0,9,no,no,no,no,no,no,no,no,no,no
1143,no,0,9,no,no,no,no,no,no,no,no,no,no
1144,no,0,9,no,no,no,no,no,no,no,no,no,no
1145,no,0,9,no,no,no,no,no,no,no,no,no,no
1146,no,0,9,no,no,no,no,no,no,no,no,no,no
1147,yes,8,1,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
1148,no,0,9,no,no,no,no,no,no,no,no,no,no
1149,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1150,no,0,9,no,no,no,no,no,no,no,no,no,no
1151,no,0,9,no,no,no,no,no,no,no,no,no,no
1152,no,0,9,no,no,no,no,no,no,no,no,no,no
1153,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1154,no,0,9,no,no,no,no,no,no,no,no,no,no
1155,no,0,9,no,no,no,no,no,no,no,no,no,no
1156,yes,7,2,yes,yes,yes,yes,no,yes,yes,yes,no,yes
1157,no,0,9,no,no,no,no,no,no,no,no,no,no
1158,no,0,9,no,no,no,no,no,no,no,no,no,no
1159,no,0,9,no,no,no,no,no,no,no,no,no,no
1160,no,0,9,no,no,no,no,no,no,no,no,no,no
1161,no,2,7,no,yes,no,no,yes,no,no,no,no,no
1162,yes,1,8,no,no,yes,no,no,no,no,no,no,no
1163,no,0,9,no,no,no,no,no,no,no,no,no,no
1164,yes,7,2,yes,yes,no,yes,yes,yes,yes,yes,no,yes
1165,no,0,9,no,no,no,no,no,no,no,no,no,no
1166,no,0,9,no,no,no,no,no,no,no,no,no,no
1167,no,0,9,no,no,no,no,no,no,no,no,no,no
1168,yes,1,8,no,no,yes,no,no,no,no,no,no,no
1169,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1170,no,0,9,no,no,no,no,no,no,no,no,no,no
1171,no,0,9,no,no,no,no,no,no,no,no,no,no
1172,no,0,9,no,no,no,no,no,no,no,no,no,no
1173,no,0,9,no,no,no,no,no,no,no,no,no,no
1174,no,0,9,no,no,no,no,no,no,no,no,no,no
1175,no,0,9,no,no,no,no,no,no,no,no,no,no
1176,no,0,9,no,no,no,no,no,no,no,no,no,no
1177,no,0,9,no,no,no,no,no,no,no,no,no,no
1178,no,2,7,no,no,no,yes,no,no,yes,no,no,no
1179,no,2,7,no,no,no,no,yes,yes,no,no,no,no
1180,no,0,9,no,no,no,no,no,no,no,no,no,no
1181,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1182,no,0,9,no,no,no,no,no,no,no,no,no,no
1183,no,1,8,no,no,no,no,yes,no,no,no,no,no
1184,no,0,9,no,no,no,no,no,no,no,no,no,no
1185,no,0,9,no,no,no,no,no,no,no,no,no,no
1186,yes,7,2,no,yes,yes,no,yes,yes,yes,yes,yes,yes
1187,yes,0,9,no,no,no,no,no,no,no,no,no,no
1188,no,1,8,no,no,no,no,yes,no,no,no,no,no
1189,no,0,9,no,no,no,no,no,no,no,no,no,no
1190,no,0,9,no,no,no,no,no,no,no,no,no,no
1191,no,0,9,no,no,no,no,no,no,no,no,no,no
1192,no,0,9,no,no,no,no,no,no,no,no,no,no
1193,no,0,9,no,no,no,no,no,no,no,no,no,no
1194,yes,2,7,no,no,yes,yes,no,no,no,no,no,no
1195,no,0,9,no,no,no,no,no,no,no,no,no,no
1196,no,0,9,no,no,no,no,no,no,no,no,no,no
1197,no,0,9,no,no,no,no,no,no,no,no,no,no
1198,no,0,9,no,no,no,no,no,no,no,no,no,no
1199,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1200,no,0,9,no,no,no,no,no,no,no,no,no,no
1201,no,0,9,no,no,no,no,no,no,no,no,no,no
1202,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1203,no,1,8,no,no,no,no,no,no,no,yes,no,no
1204,no,0,9,no,no,no,no,no,no,no,no,no,no
1205,no,0,9,no,no,no,no,no,no,no,no,no,no
1206,no,0,9,no,no,no,no,no,no,no,no,no,no
1207,no,0,9,no,no,no,no,no,no,no,no,no,no
1208,no,0,9,no,no,no,no,no,no,no,no,no,no
1209,no,0,9,no,no,no,no,no,no,no,no,no,no
1210,no,0,9,no,no,no,no,no,no,no,no,no,no
1211,no,0,9,no,no,no,no,no,no,no,no,no,no
1212,no,0,9,no,no,no,no,no,no,no,no,no,no
1213,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1214,no,0,9,no,no,no,no,no,no,no,no,no,no
1215,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1216,no,0,9,no,no,no,no,no,no,no,no,no,no
1217,no,0,9,no,no,no,no,no,no,no,no,no,no
1218,no,0,9,no,no,no,no,no,no,no,no,no,no
1219,no,0,9,no,no,no,no,no,no,no,no,no,no
1220,no,0,9,no,no,no,no,no,no,no,no,no,no
1221,no,0,9,no,no,no,no,no,no,no,no,no,no
1222,no,0,9,no,no,no,no,no,no,no,no,no,no
1223,no,0,9,no,no,no,no,no,no,no,no,no,no
1224,no,0,9,no,no,no,no,no,no,no,no,no,no
1225,no,0,9,no,no,no,no,no,no,no,no,no,no
1226,no,0,9,no,no,no,no,no,no,no,no,no,no
1227,no,1,8,yes,no,no,no,no,no,no,no,no,no
1228,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1229,no,1,8,no,no,yes,no,no,no,no,no,no,no
1230,no,1,8,no,yes,no,no,no,no,no,no,no,no
1231,no,0,9,no,no,no,no,no,no,no,no,no,no
1232,no,0,9,no,no,no,no,no,no,no,no,no,no
1233,no,0,9,no,no,no,no,no,no,no,no,no,no
1234,no,0,9,no,no,no,no,no,no,no,no,no,no
1235,no,0,9,no,no,no,no,no,no,no,no,no,no
1236,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1237,no,0,9,no,no,no,no,no,no,no,no,no,no
1238,no,0,9,no,no,no,no,no,no,no,no,no,no
1239,no,0,9,no,no,no,no,no,no,no,no,no,no
1240,no,0,9,no,no,no,no,no,no,no,no,no,no
1241,no,0,9,no,no,no,no,no,no,no,no,no,no
1242,no,0,9,no,no,no,no,no,no,no,no,no,no
1243,no,0,9,no,no,no,no,no,no,no,no,no,no
1244,no,0,9,no,no,no,no,no,no,no,no,no,no
1245,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1246,no,0,9,no,no,no,no,no,no,no,no,no,no
1247,no,0,9,no,no,no,no,no,no,no,no,no,no
1248,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1249,no,0,9,no,no,no,no,no,no,no,no,no,no
1250,no,0,9,no,no,no,no,no,no,no,no,no,no
1251,yes,8,1,yes,yes,no,yes,yes,yes,yes,yes,yes,yes
1252,no,0,9,no,no,no,no,no,no,no,no,no,no
1253,no,0,9,no,no,no,no,no,no,no,no,no,no
1254,no,0,9,no,no,no,no,no,no,no,no,no,no
1255,no,0,9,no,no,no,no,no,no,no,no,no,no
1256,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1257,no,0,9,no,no,no,no,no,no,no,no,no,no
1258,no,0,9,no,no,no,no,no,no,no,no,no,no
1259,no,1,8,no,no,no,yes,no,no,no,no,no,no
1260,no,0,9,no,no,no,no,no,no,no,no,no,no
1261,no,0,9,no,no,no,no,no,no,no,no,no,no
1262,no,0,9,no,no,no,no,no,no,no,no,no,no
1263,no,0,9,no,no,no,no,no,no,no,no,no,no
1264,no,0,9,no,no,no,no,no,no,no,no,no,no
1265,no,0,9,no,no,no,no,no,no,no,no,no,no
1266,no,0,9,no,no,no,no,no,no,no,no,no,no
1267,no,0,9,no,no,no,no,no,no,no,no,no,no
1268,no,0,9,no,no,no,no,no,no,no,no,no,no
1269,no,0,9,no,no,no,no,no,no,no,no,no,no
1270,no,1,8,no,no,yes,no,no,no,no,no,no,no
1271,no,0,9,no,no,no,no,no,no,no,no,no,no
1272,no,0,9,no,no,no,no,no,no,no,no,no,no
1273,no,0,9,no,no,no,no,no,no,no,no,no,no
1274,no,2,7,no,no,yes,no,no,yes,no,no,no,no
1275,yes,7,2,yes,yes,yes,yes,no,yes,yes,yes,no,yes
1276,no,0,9,no,no,no,no,no,no,no,no,no,no
1277,no,0,9,no,no,no,no,no,no,no,no,no,no
1278,no,8,1,yes,yes,no,yes,yes,yes,yes,yes,yes,yes
1279,yes,7,2,yes,yes,yes,yes,no,yes,yes,yes,no,yes
1280,no,0,9,no,no,no,no,no,no,no,no,no,no
1281,no,0,9,no,no,no,no,no,no,no,no,no,no
1282,no,1,8,no,no,no,no,no,no,yes,no,no,no
1283,no,0,9,no,no,no,no,no,no,no,no,no,no
1284,yes,8,1,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
1285,no,1,8,no,no,yes,no,no,no,no,no,no,no
1286,no,0,9,no,no,no,no,no,no,no,no,no,no
1287,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1288,no,0,9,no,no,no,no,no,no,no,no,no,no
1289,no,0,9,no,no,no,no,no,no,no,no,no,no
1290,no,0,9,no,no,no,no,no,no,no,no,no,no
1291,no,0,9,no,no,no,no,no,no,no,no,no,no
1292,no,0,9,no,no,no,no,no,no,no,no,no,no
1293,no,0,9,no,no,no,no,no,no,no,no,no,no
1294,no,0,9,no,no,no,no,no,no,no,no,no,no
1295,no,0,9,no,no,no,no,no,no,no,no,no,no
1296,no,0,9,no,no,no,no,no,no,no,no,no,no
1297,no,0,9,no,no,no,no,no,no,no,no,no,no
1298,no,0,9,no,no,no,no,no,no,no,no,no,no
1299,no,0,9,no,no,no,no,no,no,no,no,no,no
1300,no,1,8,no,no,yes,no,no,no,no,no,no,no
1301,no,0,9,no,no,no,no,no,no,no,no,no,no
1302,no,0,9,no,no,no,no,no,no,no,no,no,no
1303,no,0,9,no,no,no,no,no,no,no,no,no,no
1304,no,0,9,no,no,no,no,no,no,no,no,no,no
1305,no,0,9,no,no,no,no,no,no,no,no,no,no
1306,no,0,9,no,no,no,no,no,no,no,no,no,no
1307,no,0,9,no,no,no,no,no,no,no,no,no,no
1308,no,0,9,no,no,no,no,no,no,no,no,no,no
1309,yes,3,6,yes,no,no,yes,no,no,yes,no,no,no
1310,no,0,9,no,no,no,no,no,no,no,no,no,no
1311,no,0,9,no,no,no,no,no,no,no,no,no,no
1312,no,0,9,no,no,no,no,no,no,no,no,no,no
1313,no,0,9,no,no,no,no,no,no,no,no,no,no
1314,yes,6,3,yes,no,yes,yes,yes,no,no,yes,yes,yes
1315,no,0,9,no,no,no,no,no,no,no,no,no,no
1316,no,1,8,no,no,no,no,no,yes,no,no,no,no
1317,yes,8,1,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
1318,no,3,6,no,no,yes,no,yes,no,no,yes,no,no
1319,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1320,no,0,9,no,no,no,no,no,no,no,no,no,no
1321,no,0,9,no,no,no,no,no,no,no,no,no,no
1322,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1323,no,0,9,no,no,no,no,no,no,no,no,no,no
1324,no,0,9,no,no,no,no,no,no,no,no,no,no
1325,no,1,8,no,yes,no,no,no,no,no,no,no,no
1326,no,0,9,no,no,no,no,no,no,no,no,no,no
1327,no,0,9,no,no,no,no,no,no,no,no,no,no
1328,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1329,no,0,9,no,no,no,no,no,no,no,no,no,no
1330,no,0,9,no,no,no,no,no,no,no,no,no,no
1331,no,0,9,no,no,no,no,no,no,no,no,no,no
1332,no,0,9,no,no,no,no,no,no,no,no,no,no
1333,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1334,no,0,9,no,no,no,no,no,no,no,no,no,no
1335,no,0,9,no,no,no,no,no,no,no,no,no,no
1336,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1337,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1338,no,3,6,yes,no,no,yes,no,no,yes,no,no,no
1339,no,0,9,no,no,no,no,no,no,no,no,no,no
1340,no,0,9,no,no,no,no,no,no,no,no,no,no
1341,no,0,9,no,no,no,no,no,no,no,no,no,no
1342,no,0,9,no,no,no,no,no,no,no,no,no,no
1343,no,0,9,no,no,no,no,no,no,no,no,no,no
1344,no,0,9,no,no,no,no,no,no,no,no,no,no
1345,no,0,9,no,no,no,no,no,no,no,no,no,no
1346,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1347,no,0,9,no,no,no,no,no,no,no,no,no,no
1348,no,1,8,no,no,no,yes,no,no,no,no,no,no
1349,no,0,9,no,no,no,no,no,no,no,no,no,no
1350,no,0,9,no,no,no,no,no,no,no,no,no,no
1351,no,0,9,no,no,no,no,no,no,no,no,no,no
1352,no,0,9,no,no,no,no,no,no,no,no,no,no
1353,no,0,9,no,no,no,no,no,no,no,no,no,no
1354,no,1,8,no,no,no,yes,no,no,no,no,no,no
1355,no,0,9,no,no,no,no,no,no,no,no,no,no
1356,no,0,9,no,no,no,no,no,no,no,no,no,no
1357,no,0,9,no,no,no,no,no,no,no,no,no,no
1358,no,0,9,no,no,no,no,no,no,no,no,no,no
1359,no,0,9,no,no,no,no,no,no,no,no,no,no
1360,no,0,9,no,no,no,no,no,no,no,no,no,no
1361,no,0,9,no,no,no,no,no,no,no,no,no,no
1362,no,0,9,no,no,no,no,no,no,no,no,no,no
1363,no,0,9,no,no,no,no,no,no,no,no,no,no
1364,no,0,9,no,no,no,no,no,no,no,no,no,no
1365,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1366,no,0,9,no,no,no,no,no,no,no,no,no,no
1367,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1368,no,0,9,no,no,no,no,no,no,no,no,no,no
1369,no,0,9,no,no,no,no,no,no,no,no,no,no
1370,no,0,9,no,no,no,no,no,no,no,no,no,no
1371,no,0,9,no,no,no,no,no,no,no,no,no,no
1372,yes,8,1,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
1373,no,8,1,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
1374,no,0,9,no,no,no,no,no,no,no,no,no,no
1375,no,0,9,no,no,no,no,no,no,no,no,no,no
1376,yes,8,1,yes,yes,yes,yes,yes,yes,no,yes,yes,yes
1377,no,1,8,no,no,yes,no,no,no,no,no,no,no
1378,no,0,9,no,no,no,no,no,no,no,no,no,no
1379,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1380,no,0,9,no,no,no,no,no,no,no,no,no,no
1381,no,0,9,no,no,no,no,no,no,no,no,no,no
1382,no,0,9,no,no,no,no,no,no,no,no,no,no
1383,no,0,9,no,no,no,no,no,no,no,no,no,no
1384,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1385,no,0,9,no,no,no,no,no,no,no,no,no,no
1386,no,0,9,no,no,no,no,no,no,no,no,no,no
1387,no,0,9,no,no,no,no,no,no,no,no,no,no
1388,no,0,9,no,no,no,no,no,no,no,no,no,no
1389,no,0,9,no,no,no,no,no,no,no,no,no,no
1390,yes,1,8,yes,no,no,no,no,no,no,no,no,no
1391,no,0,9,no,no,no,no,no,no,no,no,no,no
1392,no,0,9,no,no,no,no,no,no,no,no,no,no
1393,yes,7,2,yes,yes,yes,yes,yes,no,no,yes,yes,yes
1394,no,0,9,no,no,no,no,no,no,no,no,no,no
1395,no,0,9,no,no,no,no,no,no,no,no,no,no
1396,no,0,9,no,no,no,no,no,no,no,no,no,no
1397,no,0,9,no,no,no,no,no,no,no,no,no,no
1398,no,0,9,no,no,no,no,no,no,no,no,no,no
1399,no,0,9,no,no,no,no,no,no,no,no,no,no
1400,no,0,9,no,no,no,no,no,no,no,no,no,no
1401,no,0,9,no,no,no,no,no,no,no,no,no,no
1402,no,0,9,no,no,no,no,no,no,no,no,no,no
1403,no,0,9,no,no,no,no,no,no,no,no,no,no
1404,no,0,9,no,no,no,no,no,no,no,no,no,no
1405,no,0,9,no,no,no,no,no,no,no,no,no,no
1406,no,1,8,no,no,no,no,no,no,yes,no,no,no
1407,no,0,9,no,no,no,no,no,no,no,no,no,no
1408,no,0,9,no,no,no,no,no,no,no,no,no,no
1409,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1410,no,0,9,no,no,no,no,no,no,no,no,no,no
1411,no,0,9,no,no,no,no,no,no,no,no,no,no
1412,no,0,9,no,no,no,no,no,no,no,no,no,no
1413,no,0,9,no,no,no,no,no,no,no,no,no,no
1414,no,0,9,no,no,no,no,no,no,no,no,no,no
1415,no,0,9,no,no,no,no,no,no,no,no,no,no
1416,no,0,9,no,no,no,no,no,no,no,no,no,no
1417,no,0,9,no,no,no,no,no,no,no,no,no,no
1418,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1419,no,0,9,no,no,no,no,no,no,no,no,no,no
1420,no,0,9,no,no,no,no,no,no,no,no,no,no
1421,no,0,9,no,no,no,no,no,no,no,no,no,no
1422,no,0,9,no,no,no,no,no,no,no,no,no,no
1423,no,0,9,no,no,no,no,no,no,no,no,no,no
1424,no,1,8,no,no,no,no,no,no,yes,no,no,no
1425,no,0,9,no,no,no,no,no,no,no,no,no,no
1426,no,1,8,no,no,yes,no,no,no,no,no,no,no
1427,no,0,9,no,no,no,no,no,no,no,no,no,no
1428,no,0,9,no,no,no,no,no,no,no,no,no,no
1429,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1430,no,0,9,no,no,no,no,no,no,no,no,no,no
1431,no,0,9,no,no,no,no,no,no,no,no,no,no
1432,no,0,9,no,no,no,no,no,no,no,no,no,no
1433,no,0,9,no,no,no,no,no,no,no,no,no,no
1434,no,0,9,no,no,no,no,no,no,no,no,no,no
1435,no,0,9,no,no,no,no,no,no,no,no,no,no
1436,no,1,8,no,no,no,no,no,no,yes,no,no,no
1437,no,0,9,no,no,no,no,no,no,no,no,no,no
1438,no,2,7,no,yes,yes,no,no,no,no,no,no,no
1439,no,2,7,no,yes,yes,no,no,no,no,no,no,no
1440,no,1,8,no,yes,no,no,no,no,no,no,no,no
1441,no,0,9,no,no,no,no,no,no,no,no,no,no
1442,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1443,no,0,9,no,no,no,no,no,no,no,no,no,no
1444,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1445,no,0,9,no,no,no,no,no,no,no,no,no,no
1446,no,0,9,no,no,no,no,no,no,no,no,no,no
1447,no,0,9,no,no,no,no,no,no,no,no,no,no
1448,no,0,9,no,no,no,no,no,no,no,no,no,no
1449,no,0,9,no,no,no,no,no,no,no,no,no,no
1450,no,0,9,no,no,no,no,no,no,no,no,no,no
1451,no,1,8,no,yes,no,no,no,no,no,no,no,no
1452,no,1,8,no,no,no,no,no,no,yes,no,no,no
1453,no,0,9,no,no,no,no,no,no,no,no,no,no
1454,no,0,9,no,no,no,no,no,no,no,no,no,no
1455,no,1,8,no,no,yes,no,no,no,no,no,no,no
1456,no,1,8,no,no,no,no,no,no,no,yes,no,no
1457,yes,7,2,yes,yes,yes,yes,no,yes,yes,yes,no,yes
1458,no,2,7,no,yes,yes,no,no,no,no,no,no,no
1459,no,0,9,no,no,no,no,no,no,no,no,no,no
1460,no,1,8,no,yes,no,no,no,no,no,no,no,no
1461,no,0,9,no,no,no,no,no,no,no,no,no,no
1462,no,0,9,no,no,no,no,no,no,no,no,no,no
1463,no,1,8,no,no,no,no,no,no,no,no,yes,no
1464,no,0,9,no,no,no,no,no,no,no,no,no,no
1465,no,0,9,no,no,no,no,no,no,no,no,no,no
1466,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1467,no,0,9,no,no,no,no,no,no,no,no,no,no
1468,no,0,9,no,no,no,no,no,no,no,no,no,no
1469,no,0,9,no,no,no,no,no,no,no,no,no,no
1470,no,0,9,no,no,no,no,no,no,no,no,no,no
1471,no,0,9,no,no,no,no,no,no,no,no,no,no
1472,no,0,9,no,no,no,no,no,no,no,no,no,no
1473,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1474,no,0,9,no,no,no,no,no,no,no,no,no,no
1475,no,0,9,no,no,no,no,no,no,no,no,no,no
1476,no,0,9,no,no,no,no,no,no,no,no,no,no
1477,no,0,9,no,no,no,no,no,no,no,no,no,no
1478,no,0,9,no,no,no,no,no,no,no,no,no,no
1479,no,0,9,no,no,no,no,no,no,no,no,no,no
1480,no,0,9,no,no,no,no,no,no,no,no,no,no
1481,no,0,9,no,no,no,no,no,no,no,no,no,no
1482,no,1,8,no,yes,no,no,no,no,no,no,no,no
1483,no,0,9,no,no,no,no,no,no,no,no,no,no
1484,no,0,9,no,no,no,no,no,no,no,no,no,no
1485,no,0,9,no,no,no,no,no,no,no,no,no,no
1486,no,0,9,no,no,no,no,no,no,no,no,no,no
1487,no,0,9,no,no,no,no,no,no,no,no,no,no
1488,no,0,9,no,no,no,no,no,no,no,no,no,no
1489,no,0,9,no,no,no,no,no,no,no,no,no,no
1490,no,0,9,no,no,no,no,no,no,no,no,no,no
1491,no,0,9,no,no,no,no,no,no,no,no,no,no
1492,no,0,9,no,no,no,no,no,no,no,no,no,no
1493,no,0,9,no,no,no,no,no,no,no,no,no,no
1494,no,0,9,no,no,no,no,no,no,no,no,no,no
1495,no,0,9,no,no,no,no,no,no,no,no,no,no
1496,no,0,9,no,no,no,no,no,no,no,no,no,no
1497,no,1,8,no,yes,no,no,no,no,no,no,no,no
1498,no,0,9,no,no,no,no,no,no,no,no,no,no
1499,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1500,no,0,9,no,no,no,no,no,no,no,no,no,no
1501,yes,0,9,no,no,no,no,no,no,no,no,no,no
1502,no,0,9,no,no,no,no,no,no,no,no,no,no
1503,no,0,9,no,no,no,no,no,no,no,no,no,no
1504,no,0,9,no,no,no,no,no,no,no,no,no,no
1505,no,0,9,no,no,no,no,no,no,no,no,no,no
1506,no,0,9,no,no,no,no,no,no,no,no,no,no
1507,no,0,9,no,no,no,no,no,no,no,no,no,no
1508,no,0,9,no,no,no,no,no,no,no,no,no,no
1509,no,8,1,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
1510,no,0,9,no,no,no,no,no,no,no,no,no,no
1511,yes,7,2,yes,yes,yes,no,yes,yes,no,yes,yes,yes
1512,no,0,9,no,no,no,no,no,no,no,no,no,no
1513,no,1,8,no,no,no,no,no,no,yes,no,no,no
1514,no,0,9,no,no,no,no,no,no,no,no,no,no
1515,no,0,9,no,no,no,no,no,no,no,no,no,no
1516,no,0,9,no,no,no,no,no,no,no,no,no,no
1517,no,0,9,no,no,no,no,no,no,no,no,no,no
1518,no,1,8,no,no,no,no,no,no,no,yes,no,no
1519,no,0,9,no,no,no,no,no,no,no,no,no,no
1520,no,0,9,no,no,no,no,no,no,no,no,no,no
1521,no,0,9,no,no,no,no,no,no,no,no,no,no
1522,no,0,9,no,no,no,no,no,no,no,no,no,no
1523,no,0,9,no,no,no,no,no,no,no,no,no,no
1524,no,1,8,no,no,no,yes,no,no,no,no,no,no
1525,no,0,9,no,no,no,no,no,no,no,no,no,no
1526,no,0,9,no,no,no,no,no,no,no,no,no,no
1527,no,1,8,no,no,no,no,no,no,yes,no,no,no
1528,yes,6,3,yes,yes,no,yes,yes,no,yes,yes,no,yes
1529,no,0,9,no,no,no,no,no,no,no,no,no,no
1530,no,2,7,no,yes,yes,no,no,no,no,no,no,no
1531,no,0,9,no,no,no,no,no,no,no,no,no,no
1532,no,0,9,no,no,no,no,no,no,no,no,no,no
1533,no,1,8,no,no,no,no,no,no,no,yes,no,no
1534,yes,6,3,yes,yes,no,yes,no,yes,yes,yes,no,yes
1535,no,0,9,no,no,no,no,no,no,no,no,no,no
1536,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1537,no,0,9,no,no,no,no,no,no,no,no,no,no
1538,no,0,9,no,no,no,no,no,no,no,no,no,no
1539,no,0,9,no,no,no,no,no,no,no,no,no,no
1540,no,0,9,no,no,no,no,no,no,no,no,no,no
1541,no,0,9,no,no,no,no,no,no,no,no,no,no
1542,no,0,9,no,no,no,no,no,no,no,no,no,no
1543,no,0,9,no,no,no,no,no,no,no,no,no,no
1544,no,0,9,no,no,no,no,no,no,no,no,no,no
1545,no,0,9,no,no,no,no,no,no,no,no,no,no
1546,yes,9,0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
1547,no,0,9,no,no,no,no,no,no,no,no,no,no
1548,no,0,9,no,no,no,no,no,no,no,no,no,no
1549,no,2,7,no,yes,yes,no,no,no,no,no,no,no
1550,no,0,9,no,no,no,no,no,no,no,no,no,no
1551,no,0,9,no,no,no,no,no,no,no,no,no,no
1552,no,0,9,no,no,no,no,no,no,no,no,no,no
1553,no,0,9,no,no,no,no,no,no,no,no,no,no
1554,no,0,9,no,no,no,no,no,no,no,no,no,no
1555,no,0,9,no,no,no,no,no,no,no,no,no,no
1556,no,0,9,no,no,no,no,no,no,no,no,no,no
1557,no,0,9,no,no,no,no,no,no,no,no,no,no
1558,no,0,9,no,no,no,no,no,no,no,no,no,no
1559,no,0,9,no,no,no,no,no,no,no,no,no,no
1560,no,0,9,no,no,no,no,no,no,no,no,no,no
1561,no,0,9,no,no,no,no,no,no,no,no,no,no
1562,no,0,9,no,no,no,no,no,no,no,no,no,no
